playername,mvpr,marketvaluepound,season,age,lgrank,MP,starts,min,goal,assist,sh,sot,sotp,gsh,cmp,cmpp,crs,int,block,sca,passlive,drib,gca,gcapasslive,tkl,press,pressp,touches,succp,targ,rec,recp,miscon,fls,recov,aerialwonp
Mama Samba Baldé,"3,225,675",3200000,2020,23,16th,24,20,"1,676",6,2,50,16,32,0,253,68.8,22,9,26,44,27,3,9,6,36,372,22.6,662,52.5,693,433,62.5,60,27,106,29.8
Manolo Gabbiadini,"10,856,233",10800000,2018,25,17th,28,11,"1,081",5,0,45.5,1.83,0.18,1,145,71.1,5,7,,9,9,0,1,1,8,179,29.6,294,55.6,390,204,52.3,18,14,39,24
Manolo Gabbiadini,"8,618,599",8550000,2020,27,14th,33,24,"2,035",11,1,39.5,3.8,0.12,1,377,64.9,70,13,,79,44,3,8,4,16,244,25.4,839,56.4,981,588,59.9,36,30,91,27.6
Manuel Lanzini,"13,536,450",13500000,2017,23,11th,35,31,"2,706",8,2,69,21,30.4,0.09,,,73,,,,,,,,,,,,,,,,,20,,
Manuel Lanzini,"18,093,722",18000000,2018,24,13th,27,23,"2,042",5,6,43,16,37.2,0.12,1057,83.1,83,27,,72,48,4,12,9,17,410,23.7,1522,57.1,1212,1084,89.4,43,9,212,27.3
Manuel Lanzini,"18,126,290",18000000,2019,25,10th,10,8,686,1,1,11,4,36.4,0.09,408,86.6,16,10,,17,10,2,3,1,10,179,17.9,544,68.4,519,439,84.6,8,5,50,0
Manuel Lanzini,"14,515,536",14400000,2020,26,16th,24,14,"1,379",0,2,23,7,30.4,0,674,84.5,42,15,,57,39,1,5,2,11,344,22.1,941,66.7,858,708,82.5,26,6,126,30
Marc Cardona,"904,686",900000,2018,22,20th,29,18,"1,664",7,2,17,8,47.1,0,128,71.5,7,4,8,11,7,2,2,1,11,189,27,289,50,386,211,54.7,26,9,35,43.2
Marc Cardona,"1,359,472",1350000,2019,23,12th,17,6,604,3,1,13,4,30.8,0,135,73.4,6,3,7,15,13,1,3,2,2,150,31.3,270,58.8,364,201,55.2,22,8,30,19.1
Marcel Risse,"2,707,290",2700000,2017,26,5th,13,13,"1,102",2,4,36.4,1.8,0.09,0,,,60,,,,,,,,,,,,,,,,,5,,
Marcel Risse,"1,809,372",1800000,2018,27,18th,16,13,"1,169",1,3,33.3,1.62,0.05,0,391,60.5,122,8,,28,17,2,5,3,20,178,21.9,752,54.2,541,469,86.7,11,9,102,12.5
Marcel Risse,"1,359,472",1350000,2019,28,1st,21,18,"1,560",1,3,30,2.31,0.03,0,,,134,,,,,,,,,,,,,,,,,16,,
Marcel Risse,"1,088,665",1080000,2020,29,14th,6,0,132,0,2,0,0.68,0,0,35,50,16,1,,7,3,0,2,0,3,27,14.8,81,50,48,40,83.3,0,3,18,
Marcel Sabitzer,"16,243,740",16200000,2017,22,2nd,32,31,"2,593",8,4,43.6,2.71,0.1,0,,,42,,,,,,,,,,,,,,,,,24,,
Marcel Sabitzer,"22,617,152",22500000,2018,23,6th,22,21,"1,790",3,5,36.1,3.07,0.05,0,661,70.9,68,26,,64,50,3,11,8,30,299,33.1,1207,56.3,1009,815,80.8,41,14,190,45.2
Marcel Sabitzer,"27,189,435",27000000,2019,24,3rd,30,26,"2,352",4,3,27.4,2.37,0.06,0,865,70,64,40,,76,67,1,8,7,47,489,30.1,1558,56.3,1348,1078,80,44,27,231,25.6
Marcel Sabitzer,"29,031,071",28800000,2020,25,3rd,32,30,"2,499",9,7,33.8,2.56,0.13,0,1163,75.9,110,28,,102,87,2,12,10,38,485,36.9,1825,64.1,1505,1293,85.9,35,20,263,45.5
Marco Asensio,"27,072,900",27000000,2017,20,1st,23,11,"1,083",3,2,26,12,46.2,0,,,28,,,,,,,,,,,,,,,,,15,,
Marco Asensio,"72,374,886",72000000,2018,21,3rd,32,19,"1,845",6,4,56,22,39.3,0,1028,83.8,106,24,41,100,80,4,13,13,19,300,20.7,1414,71,1335,1158,86.7,27,7,98,
Marco Asensio,"36,252,580",36000000,2019,22,3rd,30,19,"1,779",1,4,45,17,37.8,0,842,82.5,78,16,43,63,48,4,11,7,14,257,24.1,1233,64.3,1214,994,81.9,34,18,103,11.1
Marco Asensio,"36,288,839",36000000,2020,23,1st,9,3,336,3,1,9,5,55.6,0,134,82.2,10,5,2,11,8,2,1,1,5,34,32.4,203,75,218,165,75.7,6,2,19,37.5
Marco Olivieri,"226,805",225000,2020,20,1st,3,0,30,0,0,100,3,0,0,11,73.3,1,0,,0,0,0,0,0,1,13,15.4,22,100,21,19,90.5,2,3,0,
Marco Reus,"25,268,040",25200000,2017,27,3rd,17,16,"1,180",7,3,41.9,3.28,0.12,2,,,30,,,,,,,,,,,,,,,,,21,,
Marco Reus,"45,234,304",45000000,2018,28,4th,11,11,928,7,0,45.2,3.01,0.23,0,292,75.6,30,8,,30,20,3,4,1,19,170,33.5,527,60,517,360,69.6,18,13,73,13.6
Marco Reus,"45,315,725",45000000,2019,29,2nd,27,27,"2,316",17,8,46.3,2.6,0.21,3,849,80.1,37,23,,85,65,4,19,14,38,618,25.1,1392,50.8,1411,1064,75.4,63,34,136,40.7
Marco Reus,"22,680,525",22500000,2020,30,2nd,19,18,"1,495",11,5,48.9,2.71,0.22,1,544,82.8,16,25,,53,41,2,8,8,32,442,27.4,895,54.7,978,681,69.6,37,17,70,13.9
Marco Richter,"4,071,087",4050000,2018,19,12th,12,6,644,1,0,18.2,1.54,0.09,0,110,69.6,9,7,,18,11,4,1,0,20,129,31.8,261,57.1,255,170,66.7,23,17,48,40.7
Marco Richter,"9,063,145",9000000,2019,20,15th,25,17,"1,426",4,6,43.6,3.47,0.07,0,328,67.6,36,15,,52,31,12,10,8,13,299,21.7,747,52.9,748,520,69.5,47,22,127,26.7
Marco Richter,"7,257,768",7200000,2020,21,15th,31,26,"2,280",4,3,28.6,2.49,0.06,0,361,60.6,54,20,,55,35,8,6,4,24,464,23.7,1017,43.8,937,667,71.2,82,32,197,39
Marcos Llorente,"10,856,233",10800000,2018,22,3rd,13,5,554,0,0,6,0,0,0,392,91.6,1,5,3,9,8,1,0,0,6,103,33,463,100,348,342,98.3,1,4,69,50
Marcos Llorente,"27,189,435",27000000,2019,23,3rd,7,6,540,0,0,2,2,100,0,344,92.5,0,2,7,7,7,0,1,1,16,115,26.1,429,55.6,332,321,96.7,1,15,58,40
Marcos Llorente,"36,288,839",36000000,2020,24,3rd,29,16,"1,368",3,3,14,5,35.7,0,395,77.9,8,10,27,27,21,4,7,3,33,309,31.7,676,75.8,534,446,83.5,19,24,125,41.7
Marcus Ingvartsen,"2,721,663",2700000,2020,23,11th,28,20,"1,716",5,2,30.2,2.26,0.09,1,342,68.1,20,15,,29,22,2,5,4,20,485,26.8,736,61.1,698,447,64,46,48,183,47.1
Marcus Rashford,"5,400,000",5400000,2016,17,5th,11,11,855,5,2,,8,,,,,,,,,,,,,,,,,,,,,,5,,
Marcus Rashford,"16,243,740",16200000,2017,18,6th,32,16,"1,710",5,1,44,17,38.6,0.11,,,84,,,,,,,,,,,,,,,,,16,,
Marcus Rashford,"58,804,595",58500000,2018,19,2nd,35,17,"1,813",7,5,60,19,31.7,0.12,477,70.7,83,24,,50,32,9,9,5,11,269,23.8,953,51.9,972,696,71.6,54,21,99,40.9
Marcus Rashford,"72,505,161",72000000,2019,20,6th,33,26,"2,334",10,6,83,40,48.2,0.12,538,73.9,54,24,,73,53,5,10,6,19,424,23.8,1128,53.3,1340,851,63.5,74,26,114,38.9
Marcus Rashford,"72,577,679",72000000,2020,21,3rd,31,31,"2,643",17,7,84,38,45.2,0.13,758,76.7,32,26,,93,65,11,20,11,12,378,27,1378,54.5,1557,1103,70.8,71,21,140,30.3
Mario Balotelli,"13,536,450",13500000,2017,25,3rd,23,20,"1,741",15,1,54.7,3.88,0.16,3,,,6,,,,,,,,,,,,,,,,,57,,
Mario Balotelli,"21,712,466",21600000,2018,26,8th,28,26,"2,272",18,1,43.8,4.16,0.11,6,568,74.7,16,29,,81,49,6,8,3,7,217,22.6,1097,64.3,1157,892,77.1,53,57,66,43.5
Mario Balotelli,"6,350,547",6300000,2020,28,19th,19,16,"1,404",5,0,33.8,4.55,0.07,0,238,64.7,8,13,,33,17,2,1,1,4,153,18.3,571,50,628,427,68,30,32,64,52.9
Mario Götze,"16,284,349",16200000,2018,25,4th,23,19,"1,601",2,3,31.8,1.24,0.09,0,813,79.2,41,27,,65,52,1,4,4,45,423,35.7,1229,56.9,1095,916,83.7,31,25,174,25.9
Mario Götze,"22,657,863",22500000,2019,26,2nd,26,19,"1,674",7,7,61.5,1.4,0.27,0,731,82.2,28,23,,70,59,3,9,8,23,516,29.1,1107,52.8,1143,891,78,39,21,120,13
Mario Götze,"11,793,873",11700000,2020,27,2nd,15,5,521,3,0,42.9,1.21,0.29,1,238,84.1,8,6,,17,14,1,0,0,14,209,23,357,41.7,387,279,72.1,12,5,27,18.2
Marius Bülter,"1,812,629",1800000,2019,25,17th,32,24,"2,285",4,4,43.6,2.17,0.07,0,,,61,,,,,,,,,,,,,,,,,39,,
Marius Bülter,"2,721,663",2700000,2020,26,11th,32,28,"2,321",7,1,37.5,1.55,0.18,0,411,62.7,72,15,,48,37,10,3,2,40,504,26.6,1047,62.3,956,653,68.3,61,33,192,32.1
Marius Wolf,"7,237,489",7200000,2018,22,8th,28,27,"2,363",5,8,42.9,0.76,0.14,0,543,83.8,19,16,,16,13,1,1,1,15,167,29.3,740,58.8,589,525,89.1,8,13,74,50
Marius Wolf,"7,250,516",7200000,2019,23,2nd,16,10,828,1,0,14.3,0.89,0.07,0,465,69,39,20,,33,26,3,5,3,19,320,23.8,863,53.6,708,562,79.4,33,15,129,43.5
Mariusz Stępiński,"2,256,075",2250000,2017,21,7th,21,16,"1,174",4,3,34.4,2.45,0.13,0,,,15,,,,,,,,,,,,,,,,,28,,
Mariusz Stępiński,"3,443,995",3420000,2019,23,20th,35,27,"2,476",6,2,25.4,2.29,0.1,0,438,74.7,18,23,,60,47,4,4,2,26,630,19,930,61.5,1337,688,51.5,82,61,107,32.6
Mark Uth,"9,024,300",9000000,2017,24,4th,22,12,"1,153",7,3,38.5,3.04,0.18,0,,,12,,,,,,,,,,,,,,,,,24,,
Mark Uth,"10,829,160",10800000,2017,24,4th,22,12,"1,153",7,3,38.5,3.04,0.18,0,,,12,,,,,,,,,,,,,,,,,24,,
Mark Uth,"18,093,722",18000000,2018,25,3rd,31,24,"2,177",14,8,38.2,2.27,0.25,0,419,74.4,21,19,,46,37,3,12,9,25,542,26.4,846,54.5,995,613,61.6,57,50,102,27.4
Mark Uth,"18,093,722",18000000,2018,25,3rd,31,24,"2,177",14,8,38.2,2.27,0.25,0,419,74.4,21,19,,46,37,3,12,9,25,542,26.4,846,54.5,995,613,61.6,57,50,102,27.4
Mark Uth,"8,156,831",8100000,2019,26,14th,20,15,"1,407",2,1,40.5,2.69,0.05,0,270,69.4,9,14,,33,24,3,3,1,21,424,23.3,593,45,666,415,62.3,49,26,76,33.3
Mark Uth,"4,984,730",4950000,2019,26,14th,20,15,"1,407",2,1,40.5,2.69,0.05,0,270,69.4,9,14,,33,24,3,3,1,21,424,23.3,593,45,666,415,62.3,49,26,76,33.3
Mark Uth,"6,804,157",6750000,2020,27,12th,23,18,1515,0,0,37.5,2.04,0,0,398,71.9,92,15,,59,28,5,10,4,27,463,27.4,853,50,773,552,62.9,51,29,112,33.3
Martin Harnik,"2,714,058",2700000,2018,30,13th,30,21,"1,888",9,2,44.9,2.34,0.18,0,387,66,19,22,,38,28,5,6,5,15,514,27.8,821,61.3,936,589,62.9,62,40,133,50
Martin Harnik,"1,137,928",1130000,2019,31,8th,18,10,828,4,2,57.1,3.04,0.14,0,159,61.6,10,11,,23,18,1,5,2,13,203,28.6,370,50,464,274,59.1,28,17,56,36.7
Martin Terrier,"401,080",400000,2017,19,11th,11,1,256,1,0,11,5,45.5,0,,,8,,,,,,,,,,,,,,,,,8,,
Martin Terrier,"9,046,861",9000000,2018,20,15th,25,19,"1,671",3,2,49,16,32.7,0,363,74.2,24,15,12,51,35,6,8,4,36,248,29.4,712,50,661,497,75.2,39,25,104,40.4
Martin Terrier,"13,091,210",13000000,2019,21,3rd,32,16,"1,486",9,0,35,16,45.7,0,449,82.1,16,7,14,55,46,1,6,4,17,288,21.9,684,68.8,654,506,77.4,16,13,98,50
Martinelli,"22,680,525",22500000,2020,18,8th,14,6,663,3,0,12,5,41.7,0.25,86,62.3,22,5,,8,5,2,0,0,23,247,27.9,275,40,311,181,58.2,24,9,34,17.9
Marvin Gakpa,"725,777",720000,2020,25,15th,13,4,468,0,0,13,2,15.4,0,190,73.9,23,8,9,15,11,2,0,0,9,102,27.5,325,50,248,217,87.5,9,5,48,22.2
Mason Greenwood,"9,063,145",9000000,2019,16,6th,3,1,117,0,0,7,4,57.1,0,51,83.6,1,3,,6,5,1,0,0,3,22,31.8,84,50,84,65,77.4,4,0,9,0
Mason Mount,"3,618,744",3600000,2018,18,6th,29,22,"2,160",9,8,0,21,,,,,0,,,,,,,,,,,,,,,,,25,,
Mason Mount,"10,875,774",10800000,2019,19,6th,35,35,"3,044",8,4,85,28,32.9,0.09,,,140,,,,,,,,,,,,,,,,,41,,
Mason Mount,"36,742,450",36450000,2020,20,4th,37,32,"2,867",7,5,78,29,37.2,0.09,1116,80.9,135,14,,115,69,3,16,9,48,734,27.9,1757,61,1697,1264,74.5,74,37,214,26.4
Matěj Vydra,"4,512,150",4500000,2017,24,9th,33,20,"1,835",5,1,75,32,42.7,0.2,,,10,,,,,,,,,,,,,,,,,19,,
Matěj Vydra,"9,046,861",9000000,2018,25,6th,40,34,"2,696",21,4,6,3,50,0.17,46,59.7,1,4,,7,5,0,2,2,4,79,17.7,129,37.5,165,87,52.7,19,7,21,46.2
Matěj Vydra,"7,250,516",7200000,2019,26,15th,13,3,318,1,1,18,10,55.6,0.11,102,73.9,3,1,,21,13,4,3,1,4,184,25.5,238,41.2,412,164,39.8,21,1,37,28.8
Matheus Cunha,"11,782,089",11700000,2019,19,3rd,25,9,853,2,0,43.8,5.16,0,0,74,77.1,1,2,,13,7,0,1,0,7,109,21.1,156,63.6,176,110,62.5,12,9,26,40
Matheus Cunha,"19,958,862",19800000,2020,20,3rd,10,2,279,0,1,42.9,4.23,0.17,0,120,68.2,5,8,,28,16,6,4,1,12,177,25.4,315,79.1,303,204,67.3,17,25,60,27.3
Matheus Pereira da Silva,"315,851",315000,2017,18,18th,0,0,,,,2,1,50,0,,,10,,,,,,,,,,,,,,,,,0,,
Mathias Autret,"902,430",900000,2017,25,4th,32,17,"1,384",2,1,0,13,,0,,,0,,,,,,,,,,,,,,,,,15,,
Mathias Autret,"804,165",800000,2018,26,5th,33,22,"1,869",3,5,0,26,,0,,,0,,,,,,,,,,,,,,,,,22,,
Mathieu Dossevi,"3,509,450",3500000,2017,28,10th,23,20,"1,741",0,5,0,16,,0,,,0,,,,,,,,,,,,,,,,,,,
Matteo Politano,"19,903,094",19800000,2018,23,11th,36,33,"2,812",10,4,34.7,3.14,0.1,0,706,64.7,180,16,,131,80,11,11,6,30,578,23.2,1520,57,1489,1078,72.4,66,20,213,25
Matteo Politano,"27,189,435",27000000,2019,24,4th,36,31,"2,549",5,6,28.8,2.82,0.06,0,1070,72.5,212,39,,124,85,5,12,9,18,486,22.4,1789,54.9,1587,1341,84.5,36,14,182,19.2
Matteo Politano,"20,412,472",20250000,2020,25,7th,37,13,1002,2,2,42.1,2.3,0.11,0,363,76.3,55,7,,60,37,9,4,2,13,150,24.5,627,70.8,579,478,84.4,18,11,67,22.2
Mattia Destro,"5,428,116",5400000,2018,26,15th,26,19,"1,617",6,2,48.8,2.28,0.15,0,195,65,4,9,,33,22,4,5,2,20,304,28.6,543,44.1,765,400,52.3,65,35,47,38.6
Mattia Destro,"3,172,101",3150000,2019,27,10th,17,5,493,4,1,58.3,2.19,0.33,0,49,54.4,5,1,,4,3,0,1,1,4,83,22.9,159,0,220,107,48.6,19,14,25,50
Mattia Sprocati,"815,683",810000,2019,25,14th,16,5,644,1,0,45.5,1.54,0.09,0,148,67.6,20,8,,22,15,0,2,0,8,114,21.1,292,50,282,205,72.7,7,5,47,36.4
Mattia Sprocati,"1,270,109",1260000,2020,26,11th,20,4,590,1,0,42.9,2.14,0.07,0,145,70,24,6,,16,9,0,0,0,4,92,33.7,282,44.4,263,193,73.4,12,4,52,37.5
Mauro Icardi,"85,945,177",85500000,2018,24,4th,34,34,"2,958",29,1,96,46,47.9,6,325,73.2,9,9,12,58,46,6,9,6,4,404,26.7,724,51.6,1034,499,48.3,51,15,99,45.1
Mauro Icardi,"72,505,161",72000000,2019,25,4th,29,24,"2,267",11,4,67,21,31.3,5,320,71.1,14,9,22,62,52,3,9,6,10,368,32.1,660,57.9,975,483,49.5,40,21,84,51.4
Mauro Icardi,"54,433,259",54000000,2020,26,1st,20,14,"1,267",12,2,36,20,55.6,0,149,83.7,4,3,10,32,26,3,9,5,6,217,25.8,284,55.6,387,195,50.4,19,12,31,30.4
Max Gradel,"6,317,010",6300000,2017,28,9th,11,0,134,0,0,5,2,40,0,,,8,,,,,,,,,,,,,,,,,4,,
Max Gradel,"7,237,489",7200000,2018,29,18th,29,27,"2,415",8,3,66,22,33.3,4,548,55.6,230,30,66,89,48,8,4,2,46,414,25.6,1432,55.2,1240,923,74.4,84,39,203,15.4
Max Gradel,"5,437,887",5400000,2019,30,16th,36,36,"3,240",11,5,112,33,29.5,4,891,68.7,146,29,66,119,57,19,12,5,68,779,20.8,1964,61.4,1929,1365,70.8,115,70,248,37.5
Max Meyer,"14,438,880",14400000,2017,20,10th,27,18,"1,666",1,1,31,10,32.3,0.03,,,53,,,,,,,,,,,,,,,,,11,,
Max Meyer,"16,284,349",16200000,2018,21,2nd,24,21,"1,727",0,0,8,2,25,0,936,88.4,2,9,,29,27,0,3,3,38,278,29.9,1221,93.3,892,847,95,12,25,203,52
Max Meyer,"13,594,718",13500000,2019,22,12th,29,15,"1,416",1,2,35,6,17.1,0.03,566,81.2,25,24,,45,36,0,3,2,34,305,25.6,885,73.1,752,644,85.6,19,10,117,16.7
Max Meyer,"7,257,768",7200000,2020,23,14th,17,6,655,0,0,9,2,22.2,0,160,75.1,9,7,,11,10,0,1,1,17,144,27.1,300,33.3,279,212,76,12,6,50,30
Maxi Gómez,"31,664,013",31500000,2018,20,13th,36,35,"3,056",17,4,80,38,47.5,0,455,72.7,16,13,21,67,39,2,11,6,5,410,28,932,51.6,1238,700,56.5,55,54,98,43.7
Maxi Gómez,"36,252,580",36000000,2019,21,17th,35,33,"2,960",13,5,81,28,34.6,1,516,73.2,12,22,28,72,49,4,12,6,8,434,23.7,1064,45.9,1521,774,50.9,86,70,114,46.7
Maxi Gómez,"29,031,071",28800000,2020,22,9th,33,25,"2,143",9,2,39,19,48.7,0,255,64.9,9,7,18,30,24,0,3,3,11,276,23.2,589,50,819,440,53.7,46,47,62,50
Maxime Lopez,"540,000",540000,2016,17,13th,0,0,,,,25,7,28,0,,,80,,,,,,,,,,,,,,,,,50,,
Maxime Lopez,"7,219,440",7200000,2017,18,5th,30,26,"2,173",3,7,10,3,30,0,1238,88.7,43,20,16,68,59,0,4,4,24,245,34.3,1517,36.4,1295,1229,94.9,12,33,135,28.6
Maxime Lopez,"7,237,489",7200000,2018,19,4th,24,14,"1,378",0,0,13,4,30.8,0,2031,89.9,66,31,26,81,63,1,7,6,46,529,26.8,2426,65.7,2041,1936,94.9,15,31,257,33.3
Maxime Lopez,"15,407,347",15300000,2019,20,5th,32,25,"2,180",1,3,11,2,18.2,0,775,87.7,24,20,12,35,28,2,5,4,13,227,28.2,982,51.7,946,822,86.9,13,9,80,13.3
Maximilian Arnold,"10,829,160",10800000,2017,22,16th,32,28,"2,423",2,3,28.6,1.82,0.04,0,,,52,,,,,,,,,,,,,,,,,51,,
Maximilian Arnold,"9,951,547",9900000,2018,23,16th,29,28,"2,454",2,0,33.3,1.21,0.06,0,1121,78.7,114,17,,71,46,1,3,2,54,521,28.8,1693,76,1147,1066,92.9,21,51,275,41.2
Maximilian Arnold,"16,313,661",16200000,2019,24,6th,33,33,"2,872",2,6,41.5,1.66,0.04,0,1105,75.2,132,17,,82,40,1,15,5,53,526,23.4,1775,75.9,1192,1050,88.1,19,45,325,31.7
Maximilian Arnold,"15,422,757",15300000,2020,25,7th,33,32,"2,821",4,8,27,2.01,0.06,0,1152,74.8,166,21,,120,51,4,13,5,57,578,32,1860,73.3,1151,1057,91.8,22,52,350,53.5
Maxwel Cornet,"10,027,000",10000000,2017,19,4th,33,19,"1,899",6,2,50,18,36,0,,,42,,,,,,,,,,,,,,,,,21,,
Maxwel Cornet,"12,062,481",12000000,2018,20,3rd,30,13,"1,271",4,5,33,13,39.4,0,399,76.6,41,12,27,49,30,4,8,5,16,221,18.6,721,52.2,681,530,77.8,30,14,100,25
Maxwel Cornet,"13,091,210",13000000,2019,21,3rd,27,12,"1,281",7,5,48,21,43.8,0,348,71.8,53,11,21,54,33,8,8,5,17,221,24.9,675,59.2,715,515,72,35,8,77,35.5
Maxwel Cornet,"10,584,245",10500000,2020,22,7th,22,14,"1,330",4,3,24,13,54.2,0,499,72.3,78,16,39,45,29,4,7,3,28,219,31.1,890,66.7,721,570,79.1,25,14,123,45
M'Baye Niang,"9,046,861",9000000,2018,22,9th,26,18,"1,532",4,2,47,18,38.3,0,366,71.5,37,12,37,45,32,5,4,1,31,328,27.4,821,49.4,830,607,73.1,68,41,95,39.3
M'Baye Niang,"10,875,774",10800000,2019,23,10th,29,19,"1,793",11,4,62,23,37.1,2,293,69.6,25,13,31,36,21,4,9,4,24,285,29.1,724,56.7,889,541,60.9,69,45,76,45.8
M'Baye Niang,"13,608,315",13500000,2020,24,3rd,26,24,"2,126",10,0,65,27,41.5,0,354,70.7,10,16,23,35,21,3,6,1,15,322,28.3,848,35.8,1071,639,59.7,70,48,85,42
Mbwana Samatta,"8,618,599",8550000,2020,26,17th,14,11,943,1,0,17,3,17.6,0.06,127,70.9,3,3,,21,14,1,1,0,9,173,26,277,60,430,203,47.2,26,8,35,30.4
Mehdi Abeid,"1,584,266",1580000,2017,23,16th,28,27,"2,374",3,2,44,13,29.5,0,,,56,,,,,,,,,,,,,,,,,56,,
Mehdi Abeid,"1,588,227",1580000,2018,24,11th,19,14,"1,176",0,1,21,6,28.6,0,519,84.9,7,15,10,14,11,0,1,1,21,206,33,762,50,537,493,91.8,14,27,142,37.5
Mehdi Abeid,"1,591,085",1580000,2019,25,18th,26,23,"2,023",3,0,35,11,31.4,1,919,85,24,7,15,42,32,3,2,2,58,449,26.1,1356,62.3,1007,897,89.1,33,57,256,53.3
Mehdi Abeid,"1,814,442",1800000,2020,26,13th,25,20,"1,817",1,2,33,7,21.2,0,801,83.7,62,11,12,45,27,1,4,2,60,417,27.3,1176,54.5,854,759,88.9,14,55,194,42.4
Memphis Depay,"40,710,873",40500000,2018,23,3rd,36,28,"2,555",19,9,110,45,40.9,2,945,73.7,154,36,53,142,76,12,19,12,11,406,28.3,1708,45.1,1589,1267,79.7,78,32,156,26.7
Memphis Depay,"49,847,298",49500000,2019,24,3rd,36,29,"2,737",10,10,107,38,35.5,0,1093,73.3,201,37,58,214,122,13,13,9,16,434,26.3,1861,64.1,1847,1382,74.8,80,36,158,35
Memphis Depay,"39,917,723",39600000,2020,25,7th,13,12,"1,018",9,2,46,19,41.3,1,368,75.9,36,14,13,52,21,10,6,2,9,159,28.3,640,64.2,670,492,73.4,36,8,53,15.4
Michael Gregoritsch,"8,121,870",8100000,2017,22,14th,30,14,"1,305",5,1,34.6,3.59,0.1,0,,,9,,,,,,,,,,,,,,,,,24,,
Michael Gregoritsch,"18,093,722",18000000,2018,23,12th,32,30,"2,527",13,3,38.2,3.17,0.13,1,547,68.5,19,19,,63,45,2,11,6,21,528,26.7,1144,52.6,1163,775,66.6,46,22,181,46.5
Michael Gregoritsch,"6,344,202",6300000,2019,24,15th,32,28,"2,487",6,2,30.6,3.08,0.06,1,653,69.4,16,17,,62,46,2,5,4,30,533,22.3,1280,55.2,1219,909,74.6,60,28,192,41.4
Michael Obafemi,"1,812,629",1800000,2019,18,16th,14,9,826,5,2,20,6,33.3,0.25,139,77.8,3,7,,25,17,3,3,3,7,204,31.3,286,58.1,402,215,55.3,33,13,39,16.3
Michail Antonio,"13,570,291",13500000,2018,27,13th,21,16,"1,354",3,1,37,15,40.5,0.08,286,59.5,55,12,,31,18,3,3,0,13,206,29.6,758,60.9,740,527,71.2,66,17,93,47
Michail Antonio,"13,594,718",13500000,2019,28,10th,33,22,"2,103",6,4,65,25,38.5,0.09,513,66,50,20,,55,36,7,9,4,31,395,21.3,1225,62,1284,849,66.1,84,35,154,44.6
Michail Antonio,"8,618,599",8550000,2020,29,16th,24,19,"1,768",10,3,67,30,44.8,0.13,325,64.1,49,6,,58,31,15,7,2,14,337,23.1,851,66.7,1134,626,55.2,71,40,95,39.6
Michy Batshuayi,"36,187,443",36000000,2018,23,4th,22,12,1199,9,2,42,19,43,0.2,193,69.9,0,6,,26,19,3,5,5,12,230,25,443,60,631,328,52,43,20,50,21
Michy Batshuayi,"22,657,863",22500000,2019,24,4th,26,13,1277,6,0,44,17,38.9,0.14,217,75.7,4,7,,24,19,5,3,1,3,280,20.9,471,49,668,344,52,35,23,78,28.6
Michy Batshuayi,"12,701,094",12600000,2020,25,4th,16,1,239,1,1,15,2,13.3,0.07,61,80.3,0,3,,7,5,1,3,2,2,72,23.6,120,50,181,87,48.1,10,4,17,28.6
Mickaël Cuisance,"5,880,459",5850000,2018,17,9th,24,9,"1,207",0,1,20,1.86,0,0,540,79.3,32,10,,36,17,4,2,0,31,265,30.6,875,75,715,611,85.5,33,28,131,38.1
Mickaël Cuisance,"8,156,831",8100000,2019,18,5th,11,1,279,0,1,12.5,2.58,0,0,121,77.6,4,4,,12,8,3,1,1,10,91,18.7,210,78.9,177,153,86.4,10,8,31,25
Miguel Almirón,"9,046,861",9000000,2018,23,2nd,32,32,"2,756",12,11,126,45,35.7,0.06,1276,77.3,123,26,,178,108,17,27,18,47,393,24.4,2092,56.8,1848,1652,89.4,81,35,198,33.3
Miguel Almirón,"18,126,290",18000000,2019,24,13th,10,9,759,0,0,19,8,42.1,0,188,72.3,21,7,,27,22,1,2,0,17,231,26.4,384,43.8,391,242,61.9,21,6,84,33.3
Miguel Almirón,"14,515,536",14400000,2020,25,13th,36,35,"3,021",4,2,55,17,30.9,0.07,682,76.3,42,31,,77,58,7,2,2,62,733,23.9,1309,49.5,1281,894,69.8,60,30,228,19.6
Miguel Ángel Guerrero,"1,353,645",1350000,2017,26,17th,31,25,"2,164",5,1,43,18,41.9,1,,,5,,,,,,,,,,,,,,,,,66,,
Miguel Ángel Guerrero,"1,809,372",1800000,2018,27,17th,22,15,"1,445",4,3,33,14,42.4,0,274,77,1,8,12,26,19,2,6,3,7,399,23.8,543,58.6,676,368,54.4,43,35,70,45.8
Miguel Ángel Guerrero,"1,812,629",1800000,2019,28,2nd,23,15,"1,412",7,3,,,,0,,,,,,,,,,,,,,,,,,,,,,
Mijat Gaćinović,"4,512,150",4500000,2017,21,11th,28,26,"2,233",2,0,28.6,1.13,0.07,0,,,18,,,,,,,,,,,,,,,,,43,,
Mijat Gaćinović,"8,142,175",8100000,2018,22,8th,29,22,"1,815",1,3,40.5,1.83,0.03,0,447,68.6,38,16,,42,28,5,7,5,38,531,24.9,929,42.9,678,528,77.9,38,25,220,35.5
Mijat Gaćinović,"8,156,831",8100000,2019,23,7th,29,16,"1,626",0,1,4.5,1.22,0,0,427,70.2,27,21,,36,31,1,7,6,34,432,28,821,53.1,655,515,78.6,31,20,166,22.7
